title,link,current_price,original_price,discount_percentage,ratings,reviews
boAt Rockerz 255 Sports in-Ear Bluetooth Neckband Earphone with Mic(Raging Red),https://www.amazon.in/255-Bluetooth-Wireless-Earphone-Immersive/dp/B07C2YXNQS/ref=sr_1_42?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-42,999.0,2989.0,66.5774506523921,4.0,218099
WeCool Moonwalk M2 in Ear True Wireless Earbuds with Smart Touch Control and High Bass HD Sound Quality IPX5 TWS Bluetooth Earphones with Digital Display (Black),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A01365873CR6T1TPRIKMS&url=%2FMoonwalk-M2-Wireless-Bluetooth-Earphones%2Fdp%2FB08K2XYM29%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036832%26sr%3D8-43-spons%26psc%3D1&qualifier=1620036832&id=8555084626676179&widgetName=sp_mtf,999.0,2999.0,66.68889629876625,3.4,5103
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A020024439JEE92WDF6TC&url=%2FSony-WI-C200-Wireless-Neck-Band-Headphones%2Fdp%2FB07S13PJ3W%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036832%26sr%3D8-44-spons%26psc%3D1&qualifier=1620036832&id=8555084626676179&widgetName=sp_mtf,1699.0,2990.0,43.17725752508361,3.9,21306
boAt Rockerz 261 in Ear Wireless Earphones with mic(Jazzy Blue),https://www.amazon.in/Rockerz-261-Sports-Wireless-Earphones/dp/B07KY3DLGZ/ref=sr_1_45?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-45,999.0,4990.0,79.97995991983969,3.9,11433
boAt Airdopes 281 Bluetooth Truly Wireless Earbuds with Mic(Active Black),https://www.amazon.in/Airdopes-281-Bluetooth-Wireless-Earbuds/dp/B088FKY6KH/ref=sr_1_46?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-46,1699.0,4999.0,66.0132026405281,3.9,7393
"Wireless Bluetooth Headphones Earphone Bluetooth Wireless Neckband Flexible in-Ear Headphones Headset with Mic, Extra Deep Bass Hands-Free Call/Music, Sports Earbuds, Sweat Proof (Black)",https://www.amazon.in/Wireless-Bluetooth-Headphones-Earphone-Hands-Free/dp/B08ZYMSQ2V/ref=sr_1_47?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-47,499.0,1999.0,75.03751875937968,4.2,25
"Noise Tune Sport 2 in-Ear Wireless Bluetooth Earphones with Deep Bass, in-Built mic, 10 mm Speaker Drivers (Midnight Black)",https://www.amazon.in/Noise-Wireless-Bluetooth-Earphones-Midnight/dp/B08K8M3RBX/ref=sr_1_48?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-48,699.0,1999.0,65.03251625812906,3.7,1159
"boAt Rockerz 245v2 Wireless Bluetooth V5.0, HD Immersive Audio, IPX5 Sweat and Water Resistance, in-Built mic and Voice Assistant (Active Black)",https://www.amazon.in/Rockerz-Bluetooth-Immersive-Resistance-Assistant/dp/B07TXVLB1G/ref=sr_1_49?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-49,1000.0,2490.0,59.83935742971887,4.0,3300
Boult Audio AirBass Monopod in-Ear Wireless Bluetooth Earphones with inbuilt Mic and IPX4 Sweatproof (Black),https://www.amazon.in/Boult-Audio-Bluetooth-Earphones-Sweatproof/dp/B07LG2CRYC/ref=sr_1_50?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-50,599.0,2655.0,77.43879472693031,3.8,8632
"O.S Combo of Wireless Neckband Bluetooth Earphone with P20BT Earphone, Super Sound Deep Bass with Mic, Noise Cancellation Headset for Apple Devices and All Smartphone",https://www.amazon.in/S-Wireless-Bluetooth-Cancellation-Smartphone/dp/B08SBL8264/ref=sr_1_51?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-51,345.0,999.0,65.46546546546547,3.3,190
"MARVIK Boom Boom Bluetooth 5.0 True Wireless Earbuds, 5 H Cyclic Playtime Waterproof TWS Headphones with Charging Case and mic, in-Ear Stereo Earphones Headset",https://www.amazon.in/MARVIK-Wireless-Earbuds-Waterproof-Headphones/dp/B091PTSK7F/ref=sr_1_52?dchild=1&keywords=earphones+wireless&qid=1620036832&sr=8-52,499.0,999.0,50.050050050050054,2.0,3
"Boult Audio AirBass MuseBuds True Wireless Earbuds with 18H Total Playtime, Deep bass with Sports fit, IPX5 Sweatproof, Voice Assistant and Built in mic (Black)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A081300727XA6XU633N3A&url=%2FBoult-Audio-Earphones-Bluetooth-Headphone%2Fdp%2FB08CZZBRLG%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036832%26sr%3D8-53-spons%26psc%3D1&qualifier=1620036832&id=8555084626676179&widgetName=sp_btf,1199.0,6999.0,82.86898128304043,3.7,3198
OnePlus Buds Z (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0647685HHZP9AANBU5Y&url=%2FOnePlus-Buds-Z-White%2Fdp%2FB07XY541GH%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036832%26sr%3D8-54-spons%26psc%3D1&qualifier=1620036832&id=8555084626676179&widgetName=sp_btf,2699.0,3190.0,15.391849529780563,4.2,17385
OnePlus Buds (Nord Blue),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A07738673UXJX8P5C13HK&url=%2FOnePlus-E501A-Buds-Nord-Blue%2Fdp%2FB08CVMVW3X%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036837%26sr%3D8-49-spons%26psc%3D1&qualifier=1620036837&id=3129863380072296&widgetName=sp_atf_next,4499.0,4990.0,9.839679358717435,3.9,12252
"Sony WI-XB400 Wireless Extra Bass in-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds, Tangle Free Cord, Bluetooth Ver 5.0, Headset with Mic for Phone Calls – (Blue)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A07302801KDDEYBG3LV0M&url=%2FSony-WI-XB400-Wireless-Bluetooth-Headphones%2Fdp%2FB07WTX73MB%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036837%26sr%3D8-50-spons%26psc%3D1&qualifier=1620036837&id=3129863380072296&widgetName=sp_atf_next,3149.0,4990.0,36.8937875751503,4.1,15178
Wissenschaft UnoS99-21 in-Ear Bluetooth Mini Earbud True Wireless Sports Headphones Magnetic USB Charging Black Earphones (2021 Model),https://www.amazon.in/Wissenschaft-UnoS99-21-Bluetooth-Headphones-Earphones/dp/B08VND9VV9/ref=sr_1_51?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-51,399.0,999.0,60.06006006006006,3.6,36
"Boult Audio ProBass CurvePro Bluetooth Neckband with Vibration Alert for Calls, in-Ear Wireless Earphones with 12 Hour Battery Life, Fast Charging & in-Built Mic, IPX5 Sweatproof Headphones (Grey)",https://www.amazon.in/Boult-Audio-Sweatproof-Headphones-Microphone/dp/B08D11QG9Y/ref=sr_1_52?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-52,1099.0,4999.0,78.01560312062412,3.8,59142
OnePlus Bullets Wireless Z Bass Edition (Bass Blue),https://www.amazon.in/OnePlus-Bullets-Wireless-Bass-Blue/dp/B08HLSW3Y9/ref=sr_1_53?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-53,1799.0,2190.0,17.853881278538815,4.3,106597
"Noise Tune Active Wireless Neckband Headphones with Mic, IPX5 Sweat & Water Proof, 10 Hours Playtime, Dual Pairing, Magnetic Earbuds, Bluetooth v5.0 (Stealth Black)",https://www.amazon.in/Noise-Bluetooth-Experience-Sweat-Proof-Rain-Proof/dp/B0888SLYS8/ref=sr_1_54?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-54,899.0,1999.0,55.02751375687844,4.0,9655
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Black & Red)",https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08D76LSFJ/ref=sr_1_55?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-55,599.0,2499.0,76.03041216486595,4.1,10333
"G S GOLDSTEIN STAR Wireless Bluetooth Headset Magnet Earphone with Hand-Free Calling, Built-in-Mic, Extra Bass Stero, Lightweight and Sweatproof Prefect for Gym, Running (Multicolour)",https://www.amazon.in/GOLDSTEIN-STAR-Lightweight-Sweatproof-Multicolour/dp/B08WJ7RKNV/ref=sr_1_56?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-56,139.0,599.0,76.79465776293823,2.7,23
"pTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, Low Latency Gaming Earbuds, Touch Control, IPX4 Water/Sweat Resistance & Earphones with Built-in Mic - (Black)",https://www.amazon.in/Bassbuds-Pro-Bluetooth-Headphones-Resistance/dp/B08S16DMFH/ref=sr_1_57?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-57,1299.0,2999.0,56.68556185395131,3.8,4556
Suhctuptx Compatible for Huawei P30 Lite Wallet Case Magnetic Flip Leather Cover Card Holder Stand Lightweight Shockproof Drop Protection Purse Bumper for Huawei P30 Lite(Black),https://www.amazon.in/Suhctuptx-Huawei-P30-Lite-Lightweight/dp/B07XLHMLJM/ref=sr_1_58?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-58,,,0.0,0.0,0
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A020024439JEE92WDF6TC&url=%2FSony-WI-C200-Wireless-Neck-Band-Headphones%2Fdp%2FB07S13PJ3W%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036837%26sr%3D8-59-spons%26psc%3D1&qualifier=1620036837&id=3129863380072296&widgetName=sp_mtf,1699.0,2990.0,43.17725752508361,3.9,21306
WeCool Moonwalk M2 in Ear True Wireless Earbuds with Smart Touch Control and High Bass HD Sound Quality IPX5 TWS Bluetooth Earphones with Digital Display (Black),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A01365873CR6T1TPRIKMS&url=%2FMoonwalk-M2-Wireless-Bluetooth-Earphones%2Fdp%2FB08K2XYM29%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036837%26sr%3D8-60-spons%26psc%3D1&qualifier=1620036837&id=3129863380072296&widgetName=sp_mtf,999.0,2999.0,66.68889629876625,3.4,5103
"Modernista PowerBass 200 Bluetooth 5.0 Wireless Neckband Headphones with Extra Bass, Passive Noise Cancellation, 24hrs Playback, IPX5 Sweat/Water Proof Bluetooth Earphones with Mic (Red)",https://www.amazon.in/Modernista-PowerBass-200-Headphones-Cancellation/dp/B08XK2RJKB/ref=sr_1_61?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-61,599.0,1795.0,66.62952646239553,3.8,19
boAt Rockerz 255 Pro in-Ear Bluetooth Neckband Earphone with Mic(Raging Red),https://www.amazon.in/Rockerz-255-Pro-Technology-Resistance/dp/B082VRTF4M/ref=sr_1_62?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-62,1099.0,3499.0,68.5910260074307,4.0,218099
Redmi SonicBass Wireless Earphones Blue,https://www.amazon.in/Redmi-SonicBass-Wireless-Earphones-Blue/dp/B08S3B7J29/ref=sr_1_63?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-63,1299.0,1599.0,18.76172607879925,4.4,70
"Noise Tune Charge Bluetooth Wireless Neckband Earphones with Bass Booster Button for Deep Bass and Stunning Audio Clarity, Ultra-Long Playback up to 16 Hours, IPX5 Sweat Proof [with Mic] (Jet Black)",https://www.amazon.in/Noise-Bluetooth-Wireless-Neckband-Earphones/dp/B083ZTXYZ2/ref=sr_1_64?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-64,1299.0,2499.0,48.019207683073226,4.1,7358
BLAXSTOC Wireless Bluetooth Headset Magnet Earphone with Hand-Free Calling Built-in-Mic Extra Bass Sterio Lightweight and Sweatproof Perfect for Gym Running with Mobile Holder Foldable Stand & USB Led Mini Light,https://www.amazon.in/BLAXSTOC-Bluetooth-Hand-Free-Lightweight-Sweatproof/dp/B08XQPNPJY/ref=sr_1_65?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-65,,,0.0,0.0,0
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 6Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Green)",https://www.amazon.in/Tangent-Lite-Magnetic-Bluetooth-Headphones/dp/B085W7CC5Z/ref=sr_1_66?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-66,499.0,1800.0,72.27777777777777,3.6,28019
"truke Fit Buds Bluetooth Headphones with Mic (TWS), True Wireless Earbuds with 10mm Driver, Bluetooth Earphones with 500mAh Case for 20hrs Music Playtime, Quick Paring Headphones Bluetooth 5.0 (Black)",https://www.amazon.in/truke-Bluetooth-Headphones-Wireless-Earphones/dp/B08H8GRNVJ/ref=sr_1_67?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-67,698.0,1499.0,53.435623749166105,3.3,1981
"Mivi Collar 2B Wireless Earphones, Bluetooth Earphones with mic, Fast Charging, Powerful Bass, HD Sound and Made in India Neckband - Black",https://www.amazon.in/Mivi-Wireless-Earphones-Bluetooth-Charging/dp/B08RX91628/ref=sr_1_68?dchild=1&keywords=earphones+wireless&qid=1620036837&sr=8-68,899.0,2999.0,70.02334111370457,3.9,2635
"Boult Audio AirBass MuseBuds True Wireless Earbuds with 18H Total Playtime, Deep bass with Sports fit, IPX5 Sweatproof, Voice Assistant and Built in mic (Black)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A081300727XA6XU633N3A&url=%2FBoult-Audio-Earphones-Bluetooth-Headphone%2Fdp%2FB08CZZBRLG%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036837%26sr%3D8-69-spons%26psc%3D1&qualifier=1620036837&id=3129863380072296&widgetName=sp_btf,1199.0,6999.0,82.86898128304043,3.7,3198
OnePlus Buds Z (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0647685HHZP9AANBU5Y&url=%2FOnePlus-Buds-Z-White%2Fdp%2FB07XY541GH%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036837%26sr%3D8-70-spons%26psc%3D1&qualifier=1620036837&id=3129863380072296&widgetName=sp_btf,2699.0,3190.0,15.391849529780563,4.2,17385
OnePlus Buds (Nord Blue),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A07738673UXJX8P5C13HK&url=%2FOnePlus-E501A-Buds-Nord-Blue%2Fdp%2FB08CVMVW3X%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036842%26sr%3D8-65-spons%26psc%3D1&qualifier=1620036842&id=4072876239345478&widgetName=sp_atf_next,4499.0,4990.0,9.839679358717435,3.9,12252
WeCool Moonwalk M2 in Ear True Wireless Earbuds with Smart Touch Control and High Bass HD Sound Quality IPX5 TWS Bluetooth Earphones with Digital Display (Black),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01365873CR6T1TPRIKMS&url=%2FMoonwalk-M2-Wireless-Bluetooth-Earphones%2Fdp%2FB08K2XYM29%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036842%26sr%3D8-66-spons%26psc%3D1&qualifier=1620036842&id=4072876239345478&widgetName=sp_atf_next,999.0,2999.0,66.68889629876625,3.4,5103
"ARMAF Wireless Neckband & P20BT Bluetooth Combo, Single Ear Wireless Bluetooth Earphone Headphone, Super Sound Deep Bass with Mic, Noise Cancellation Headset for All Smartphone",https://www.amazon.in/ARMAF-P20BT-Bluetooth-Cancellation-Smartphone/dp/B091YZK7BZ/ref=sr_1_67?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-67,369.0,999.0,63.06306306306306,0.0,0
"BLAXSTOC Combo of Neckband Magnetic Wireless Bluetooth Earphone with Mic & S530 Mini Bluetooth Earphone with Mic, Noise Cancellation Headset for All Latest Smartphone & iOS Devices",https://www.amazon.in/BLAXSTOC-Neckband-Bluetooth-Cancellation-Smartphone/dp/B08XQQ1GM1/ref=sr_1_68?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-68,249.0,999.0,75.07507507507508,3.6,16
"truke Fit Pro Power True Wireless Earbuds (TWS), Dolphin Design 2.0, Quick Charging Headphones, Digital LED 2000mAh Case, Bluetooth 5.0, 13mm Driver, Earphones with Deep Bass, Built-in Mic (Black)",https://www.amazon.in/truke-Wireless-Headphones-Bluetooth-Earphones/dp/B08H8999RP/ref=sr_1_69?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-69,998.0,3999.0,75.04376094023506,3.4,2559
boAt Airdopes 171 Bluetooth Truly Wireless Earbuds with Mic(Rose Gold),https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WN6N4G/ref=sr_1_70?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-70,1099.0,5999.0,81.68028004667445,3.9,13342
WeCool Moonwalk M1 in Ear Bluetooth Earphones with Mic 12 Hrs Playtime with case Ergonomic Sweatproof Earbuds with Voice Assistant (M1v2),https://www.amazon.in/Bluetooth-Earphones-Ergonomic-Sweatproof-M1v2/dp/B08PKSDQLZ/ref=sr_1_71?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-71,799.0,2499.0,68.02721088435374,3.7,2643
"Boult Audio AirBass Propods True Wireless in-Ear Earphones with 24H Total Playtime, Touch Controls, Type-C Fast Charging, IPX5 Sweatproof, Low Latency for Gaming (Black)",https://www.amazon.in/Boult-Audio-Wireless-Earphones-Bluetooth/dp/B08D12DNTQ/ref=sr_1_72?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-72,1799.0,7999.0,77.50968871108888,3.7,5124
"smensher gluide Flex in Ear Wireless Earphones with Mic, Deep Bass, Dual Equalizer, Premium Metal Earbuds, Flex Neckband, Bluetooth 5.0 with Voice Assistant, IPX5 Sweatproof (Blue)",https://www.amazon.in/Earphones-Equalizer-Bluetooth-Assistant-Sweatproof/dp/B093FF2WFX/ref=sr_1_73?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-73,549.0,1498.0,63.35113484646195,0.0,0
OPPO ENCO M31 Wireless in-Ear Bluetooth Earphones with Mic (Black),https://www.amazon.in/OPPO-Wireless-Bluetooth-Earphones-Black/dp/B085YG2X5K/ref=sr_1_74?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-74,1599.0,2999.0,46.68222740913638,4.1,10930
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A020024439JEE92WDF6TC&url=%2FSony-WI-C200-Wireless-Neck-Band-Headphones%2Fdp%2FB07S13PJ3W%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036842%26sr%3D8-75-spons%26psc%3D1&qualifier=1620036842&id=4072876239345478&widgetName=sp_mtf,1699.0,2990.0,43.17725752508361,3.9,21306
"Boult Audio AirBass MuseBuds True Wireless Earbuds with 18H Total Playtime, Deep bass with Sports fit, IPX5 Sweatproof, Voice Assistant and Built in mic (Black)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A081300727XA6XU633N3A&url=%2FBoult-Audio-Earphones-Bluetooth-Headphone%2Fdp%2FB08CZZBRLG%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036842%26sr%3D8-76-spons%26psc%3D1&qualifier=1620036842&id=4072876239345478&widgetName=sp_mtf,1199.0,6999.0,82.86898128304043,3.7,3198
"Wireless Bluetooth Earphones for Xiaomi Mi 10i 5G Neckband Earphone Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, Good Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Extra Deep Bass Hands-Free Call/Music, Sports Earbuds, Sweatproof, HD Immersive Audio, IPX5 Sweat and Water Resistanc, Voice Assistant & Mic - (Black)",https://www.amazon.in/Xiaomi-Mi-10i-Lightweight-Sweat-Resistant/dp/B08YF9WZ8R/ref=sr_1_77?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-77,599.0,999.0,40.04004004004004,0.0,0
LUZWE Wireless Neckband Bluetooth Earphone Built-in Mic for ViV0 Y95 Y91i Y81 Y69 Y51 Y50 Y30 Y31 Y20 Y20A Y20i Y19 S1pro ViV0 V20SE V20 V17 V15 V11 V19 V9 X50X21 U20 U10 Z1pro X50 X60 NEX,https://www.amazon.in/LUZWE-Wireless-Neckband-Bluetooth-Earphone/dp/B0913DV62W/ref=sr_1_78?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-78,399.0,999.0,60.06006006006006,2.0,4
"Boult Audio ProBass Groove Neckband in-Ear Wireless Earphones with 16 Hours Playtime,IPX5 Sweatproof Headphones, Latest Bluetooth 5.0 & Flexible Headset with in-Built Microphone (Grey)",https://www.amazon.in/Boult-Audio-Sweatproof-Headphones-Microphone/dp/B08FY2R5XV/ref=sr_1_79?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-79,1099.0,4999.0,78.01560312062412,3.8,736
"FLYING INDIA Combo Neckband Wireless Bluetooth Earphone with K1BT Headset, Built-in Mic, Vibration Alert on Call, Noise Cancellation Earphone for All Android & iOS Smartphone",https://www.amazon.in/Neckband-Bluetooth-Vibration-Cancellation-Smartphone/dp/B08TT7Y7LK/ref=sr_1_80?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-80,399.0,788.0,49.36548223350254,3.2,8
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Dark Green)",https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08LBBPLPT/ref=sr_1_81?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-81,599.0,2499.0,76.03041216486595,4.1,10333
"GoSale Wireless Bluetooth Headphones Earphones for Samsung Galaxy M51 /M 51 Earphone Bluetooth Wireless Neckband Flexible In-Ear Headphones Headset With Mic, Extra Deep Bass Hands-Free Call/Music, Sports Earbuds, Sweatproof (UF2, Multi)",https://www.amazon.in/GoSale-Headphones-Samsung-Galaxy-M51/dp/B08WKGNSHM/ref=sr_1_82?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-82,799.0,1599.0,50.03126954346466,3.6,4
"smensher gluide Flex in Ear Wireless Earphones with Mic, Deep Bass, Dual Equalizer, Premium Metal Earbuds, Flex Neckband, Bluetooth 5.0 with Voice Assistant, IPX5 Sweatproof (Black)",https://www.amazon.in/Earphones-Equalizer-Bluetooth-Assistant-Sweatproof/dp/B093FDYRMW/ref=sr_1_83?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-83,549.0,1498.0,63.35113484646195,0.0,0
Wings Glide Neckband Latest Bluetooth 5.0 Wireless Earphones Headphones Earbuds 10 Hours Playtime Built-in Woofers for Extra Bass and Siri Google Assistant Control (Black),https://www.amazon.in/Wings-Bluetooth-Earphones-Headphones-Assistant/dp/B07VG8JJ1Q/ref=sr_1_84?dchild=1&keywords=earphones+wireless&qid=1620036842&sr=8-84,799.0,4999.0,84.01680336067213,3.8,5098
"Sony WI-XB400 Wireless Extra Bass in-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds, Tangle Free Cord, Bluetooth Ver 5.0, Headset with Mic for Phone Calls – (Blue)",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A07302801KDDEYBG3LV0M&url=%2FSony-WI-XB400-Wireless-Bluetooth-Headphones%2Fdp%2FB07WTX73MB%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036842%26sr%3D8-85-spons%26psc%3D1&qualifier=1620036842&id=4072876239345478&widgetName=sp_btf,3149.0,4990.0,36.8937875751503,4.1,15178
OnePlus Buds Z (White),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0647685HHZP9AANBU5Y&url=%2FOnePlus-Buds-Z-White%2Fdp%2FB07XY541GH%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036842%26sr%3D8-86-spons%26psc%3D1&qualifier=1620036842&id=4072876239345478&widgetName=sp_btf,2699.0,3190.0,15.391849529780563,4.2,17385
OnePlus Buds (Nord Blue),https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A07738673UXJX8P5C13HK&url=%2FOnePlus-E501A-Buds-Nord-Blue%2Fdp%2FB08CVMVW3X%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dearphones%2Bwireless%26qid%3D1620036847%26sr%3D8-81-spons%26psc%3D1&qualifier=1620036847&id=2954840700764452&widgetName=sp_atf_next,4499.0,4990.0,9.839679358717435,3.9,12252
