title,duration,link,genre,description
"Covid-19 vaccines for all adults in India from May 1, s ...",6 min,https://www.hotstar.com/in/news/covid19-vaccines-for-all-adults-in-india-from-may-1-says-centre/1351792744,,The Covid-19 vaccination drive will open for all persons above 18 years from May 1. The decision was ...
BJP accuses Delhi CM Arvind Kejriwal of 'politicising o ...,4 min,https://www.hotstar.com/in/news/bjp-accuses-delhi-cm-arvind-kejriwal-of-politicising-oxygen-issue/1351792741,,There is a huge political face-off over the shortage of medical oxygen supply in Delhi. Chief Minist ...
Covid-19 patients struggle to find beds in Delhi | REAL ...,4 min,https://www.hotstar.com/in/news/covid19-patients-struggle-to-find-beds-in-delhi-reality-check/1351792736,,"As Covid-19 cases peaked in Delhi, breaking all previous single-day records, an India Today TV reali ..."
"Former PM Manmohan Singh tests positive for Covid-19, a ...",34 sec,https://www.hotstar.com/in/news/former-pm-manmohan-singh-tests-positive-for-covid19-admitted-to-aiims/1351792724,,Former prime minister and veteran Congress leader Manmohan Singh has been admitted to the All India ...
PM Modi virtually interacts India's top medical doctors ...,42 sec,https://www.hotstar.com/in/news/pm-modi-virtually-interacts-indias-top-medical-doctors-pharma-companies-on-covid19/1351792720,,Prime Minister Narendra Modi on Monday interacted with the leading doctors and pharma companies acro ...
Commonwealth Games Village turned into Covid facility a ...,1 min,https://www.hotstar.com/in/news/commonwealth-games-village-turned-into-covid-facility-amid-surge-in-cases/1351792709,,"Amid the surge in cornavirus cases and shortage of beds in Delhi, the government has turned the Comm ..."
India Today exposes black market of Covid drugs; Remdes ...,16 min,https://www.hotstar.com/in/news/india-today-exposes-black-market-of-covid-drugs-remdesivir-sold-6-times-the-retail-price-exclusive/1351792698,,"Here's an India Today exclusive report profiteering from the Covid-19 pandemic, which is a mega expo ..."
People resort to panic buying ahead of week-long lockdo ...,1 min,https://www.hotstar.com/in/news/people-resort-to-panic-buying-ahead-of-weeklong-lockdown-in-delhi/1351792687,,"As soon as the Delhi government announced a week-long lockdown on Monday, a panic button was trigger ..."
Lockdown-like restrictions back in Tamil Nadu to halt C ...,3 min,https://www.hotstar.com/in/news/lockdownlike-restrictions-back-in-tamil-nadu-to-halt-covid19-spread/1351792680,,"To curtail the spread of Covid-19, the Tamil Nadu government on Monday announced multiple restrictio ..."
People queue outside drug outlet company to buy Remdesi ...,36 sec,https://www.hotstar.com/in/news/people-queue-outside-drug-outlet-company-to-buy-remdesivir-in-hyderabad/1351792651,,Amid several states complaining of a shortage of essentials like oxygen supply and medicines like Re ...
Covid-19 surge: PM Modi to interact with leading doctor ...,48 sec,https://www.hotstar.com/in/news/covid19-surge-pm-modi-to-interact-with-leading-doctors-pharma-companies-today/1351792632,,Prime Minister Narendra Modi will interact with leading doctors from across the country at 4.30 pm a ...
"7-day lockdown in Delhi, health system has reached its ...",10 min,https://www.hotstar.com/in/news/7day-lockdown-in-delhi-health-system-has-reached-its-limit-arvind-kejriwal/1351792541,,Delhi Chief Minister Arvind Kejriwal on Monday said the health system in the city has reached its li ...
"Less than 100 ICU beds vacant in Delhi, situation worse ...",2 min,https://www.hotstar.com/in/news/less-than-100-icu-beds-vacant-in-delhi-situation-worsening-cm-kejriwal/1351792350,,"Chief Minister Arvind Kejriwal on Sunday said around 25,500 new COVID-19 cases have been reported in ..."
Delhi fights Covid: City hospitals overburdened as viru ...,1 min,https://www.hotstar.com/in/news/delhi-fights-covid-city-hospitals-overburdened-as-virus-cases-soar-up/1351792345,,"With Delhi becoming the new hotspot of the second wave of Covid-19, hospitals in the city have been ..."
Mamata writes to PM Modi on Covid-19 vaccine shortage,1 min,https://www.hotstar.com/in/news/mamata-writes-to-pm-modi-on-covid19-vaccine-shortage/1351792344,,West Bengal Chief Minister and TMC chief Mamata Banerjee on Sunday wrote to Prime Minister Narendra ...
"Maharashtra reports 67,123 new Covid-19 cases, highest ...",2 min,https://www.hotstar.com/in/news/maharashtra-reports-67123-new-covid19-cases-highest-singleday-spike-since-pandemic-began/1351792338,,"Maharashtra recorded 67,123 new Covid-19 cases 419 deaths and 56,783 recoveries on Saturday. This wa ..."
Coronavirus: RT-PCR Covid test mandatory for Kumbh Mela ...,3 min,https://www.hotstar.com/in/news/coronavirus-rtpcr-covid-test-mandatory-for-kumbh-mela-visitors/1351792336,,Gujarat Chief Minister Vijay Rupani on Saturday said that all those returning to the state after att ...
Ajit Pawar upset over current restrictions on Break the ...,2 min,https://www.hotstar.com/in/news/ajit-pawar-upset-over-current-restrictions-on-break-the-cha/1140983052,,Many of says Deputy Chief Minister Ajit Pawar unhappy with the current restrictions on Break the Ch ...
Dadar Vegetable Market crowd in COVID-19 Pandemic,2 min,https://www.hotstar.com/in/news/dadar-vegetable-market-crowd-in-covid19-pandemic/1140983030,,"The corona crisis is getting darker in Maharashtra. On the one hand there is a shortage of oxygen, o ..."
COVID-19 Vaccines for all above 18 from May 1st,3 min,https://www.hotstar.com/in/news/covid19-vaccines-for-all-above-18-from-may-1st/1140983018,,"New Delhi: In view of the growing corona infection, the central government has taken a major decisio ..."
Delhi Lockdown From Tonight Till Next Monday,3 min,https://www.hotstar.com/in/news/delhi-lockdown-from-tonight-till-next-monday/1140982913,,The Delhi government announced a complete lockdown from tonight to next Monday morning amid a record ...
Balasaheb Thorat slams Devendra Fadnavis on Remdesivir,8 min,https://www.hotstar.com/in/news/balasaheb-thorat-slams-devendra-fadnavis-on-remdesivir/1140982910,,State Revenue Minister Balasaheb Thorat has targeted the opposition over the politics of Remdesivir ...
Sanjay Raut demand special Parliament session on COVID- ...,5 min,https://www.hotstar.com/in/news/sanjay-raut-demand-special-parliament-session-on-covid19/1140982900,,Shiv Sena demands special Parliament session for discussing unprecedented Corona situation in the co ...
Priyanka slams BJP Devendra Fadnavis for hoarding Remde ...,2 min,https://www.hotstar.com/in/news/priyanka-slams-bjp-devendra-fadnavis-for-hoarding-remdesivir/1140982892,,Priyanka Gandhi Criticised of Devendra Fadnavis on Remdesivir injection stock. Priyanka Gandhi tweet ...
Railways Geared Up To Run OXYGEN Express via Green Corr ...,3 min,https://www.hotstar.com/in/news/railways-geared-up-to-run-oxygen-express-via-green-corridor/1140982882,,The Oxygen Express will now run to meet the oxygen needs of the state. The Oxygen Express will run f ...
National Award-winning filmmaker Sumitra Bhave passes a ...,3 min,https://www.hotstar.com/in/news/national-awardwinning-filmmaker-sumitra-bhave-passes-away/1140982879,,National award winning director Sumitra Bhave passes away. She was 78 years old. He has been undergo ...
Bengaluru Ministers & MLAs To Hold Crucial Meet Today T ...,4 min,https://www.hotstar.com/in/news/bengaluru-ministers-mlas-to-hold-crucial-meet-today-to-discuss-on-tough-rules/1410018233,,Bengaluru Ministers & MLAs To Hold Crucial Meet Today To Discuss On Tough Rules
"Thirty-five Years, This Bank Employee Hasnt Taken A Sin ...",2 min,https://www.hotstar.com/in/news/thirtyfive-years-this-bank-employee-hasnt-taken-a-single-days-leave-at-dharwad/1410018225,,"In his 35-year-long career, Dharwad-based bank employee Ashok Babar hasnt taken a single days leave. ..."
Former Karnataka Chief Minister H D Kumaraswamy on Satu ...,2 min,https://www.hotstar.com/in/news/former-karnataka-chief-minister-h-d-kumaraswamy-on-saturday-said-he-has-tested-positive-for-coronavirus/1410018178,,Former Karnataka Chief Minister H D Kumaraswamy on Saturday said he has tested positive for coronavi ...
Bengaluru Hospitals Gasp For Oxygen As New Cases Cross ...,4 min,https://www.hotstar.com/in/news/bengaluru-hospitals-gasp-for-oxygen-as-new-cases-cross-11000mark/1410018175,,Most private hospitals in Bengaluru treating Covid patients are facing an acute shortage of medical ...
Tamanna Bhatia's latest airport look while she flies fr ...,1 min,https://www.hotstar.com/in/news/tamanna-bhatias-latest-airport-look-while-she-flies-from-mumbai/1580056662,,Bollywood actress Tamanna Bhatia's latest airport look while she flies from Mumbai.
Mahima Chaudhary's daughter looks the same as her mothe ...,2 min,https://www.hotstar.com/in/news/mahima-chaudharys-daughter-looks-the-same-as-her-mother-while-they-clicked-at-the-clinic/1580056658,,Bollywppd actress Mahima Chaudhary's daughter looks the same as her mother while they clicked at the ...
Gauahar Khan and Zaid Darbar clicked at Lokhandwala And ...,2 min,https://www.hotstar.com/in/news/gauahar-khan-and-zaid-darbar-clicked-at-lokhandwala-andheri/1580056656,,Indian model Gauahar Khan and Zaid Darbar clicked at Lokhandwala Andheri.
Shefali Jariwala Spotted at Andheri,33 sec,https://www.hotstar.com/in/news/shefali-jariwala-spotted-at-andheri/1430056655,,Shefali Jariwala Spotted at Andheri
Rakul Preet Singh's latest full-body sensational workou ...,3 min,https://www.hotstar.com/in/news/rakul-preet-singhs-latest-fullbody-sensational-workout-session/1580056652,,Bollywood actress Rakul Preet Singh's latest full-body sensational workout session.
Prince Narula and Yuvika Chaudhary spotted outside the ...,2 min,https://www.hotstar.com/in/news/prince-narula-and-yuvika-chaudhary-spotted-outside-the-gym-andheri/1580056651,,Indian model Prince Narula and Yuvika Chaudhary spotted outside the gym Andheri.
Arshi Khan spotted at Mumbai Airport,1 min,https://www.hotstar.com/in/news/arshi-khan-spotted-at-mumbai-airport/1430056653,,Arshi Khan spotted at Mumbai Airport
Sara Ali Khan enjoying her vacation in Kashmir with Amr ...,2 min,https://www.hotstar.com/in/news/sara-ali-khan-enjoying-her-vacation-in-kashmir-with-amrita-singh-and-her-brother-ibrahim/1580056649,,Bollywood actress Sara Ali Khan enjoying her vacation in Kashmir with Amrita Singh and her brother I ...
Bhumi Pednekar shares a glimpse of her quick basic make ...,3 min,https://www.hotstar.com/in/news/bhumi-pednekar-shares-a-glimpse-of-her-quick-basic-makeup-tips/1580056648,,Bollywood Actress Bhumi Pednekar shares a glimpse of her quick basic makeup tips.
Payal Ghosh Spotted at Lokhandwala,1 min,https://www.hotstar.com/in/news/payal-ghosh-spotted-at-lokhandwala/1430056644,,Payal Ghosh Spotted at Lokhandwala
Sonali Sehgal spotted at the airport departure,49 sec,https://www.hotstar.com/in/news/sonali-sehgal-spotted-at-the-airport-departure/1430056637,,Sonali Sehgal spotted at the airport departure
Pooja Banerjee spotted at the airport,50 sec,https://www.hotstar.com/in/news/pooja-banerjee-spotted-at-the-airport/1430056635,,Pooja Banerjee spotted at the airport
Sara Ali khan and Amrita singh off to Maldives,2 min,https://www.hotstar.com/in/news/sara-ali-khan-and-amrita-singh-off-to-maldives/1560056591,,"Sara Ali khan with mom Amrita singh is off to Maldives, snapped at airport departure"
Rakhi Sawant goes shopping for fruits and veggies,6 min,https://www.hotstar.com/in/news/rakhi-sawant-goes-shopping-for-fruits-and-veggies/1560056590,,"Rakhi Sawant goes shopping for fruits and veggies in town, threatens to hit those not wearing a mask"
Celebs spotted across town,1 min,https://www.hotstar.com/in/news/celebs-spotted-across-town/1560056589,,"Ranbir Kapoor, Ibrahim Ali Khan and Anjini Dhawan spotted across town"
Celebs snapped at the airport,3 min,https://www.hotstar.com/in/news/celebs-snapped-at-the-airport/1560056588,,"Tamannaah Bhatia, Anjum Fakih and Amyra Dastur snapped at the airport"
Bollywood news roundup – 19th April 2021,8 min,https://www.hotstar.com/in/news/bollywood-news-roundup-19th-april-2021/1825056524,,"Get all the updates, gossips and daily happenings in the entertainment industry"
Kriti Sanon shares funny video of Varun Dhawan from the ...,1 min,https://www.hotstar.com/in/news/kriti-sanon-shares-funny-video-of-varun-dhawan-from-the-sets-of-bhediya/1825056523,,"Actress Kriti Sanon recently shared a video featuring her co-star Varun Dhawan, a child and her fath ..."
Katrina kaif shares screen with Amitabh and Jaya Bachch ...,1 min,https://www.hotstar.com/in/news/katrina-kaif-shares-screen-with-amitabh-and-jaya-bachchan-for-her-latest-advertisement/1825056522,,Katrina Kaif looks beautiful bride in a new jewellery advertisement co-starring with Amitabh Bachcha ...
Shaheer Sheikh and Hina Khan share candid and happy pic ...,1 min,https://www.hotstar.com/in/news/shaheer-sheikh-and-hina-khan-share-candid-and-happy-pictures/1825056521,,"Actress Hina Khan and Shaheer Sheikh pose for pictures together and hint at a surprise, their fans a ..."
Bollywood celebrities tested positive for COVID-19,1 min,https://www.hotstar.com/in/news/bollywood-celebrities-tested-positive-for-covid19/1825056520,,"From Actor Arjun Rampal to Neil Nitin Mukesh, Bollywood Celebrities are getting test positive for CO ..."
Athiya Shetty Wishes KL Rahul on his Birthday,1 min,https://www.hotstar.com/in/news/athiya-shetty-wishes-kl-rahul-on-his-birthday/1825056519,,"Actress Athiya Shetty shares heart-warming birthday message for KL Rahul, says she is “Grateful for ..."
Athiya Shetty Wishes KL Rahul on his Birthday,1 min,https://www.hotstar.com/in/news/athiya-shetty-wishes-kl-rahul-on-his-birthday/1825056517,,"Actress Athiya Shetty shares heart-warming birthday message for KL Rahul, says she is “Grateful for ..."
