title,duration,link,genre,description
Cars 2,1 hr 46 min,https://www.hotstar.com/in/movies/cars-2/1260016769,"Family, Comedy, Kids, English, Hindi, 2011","Racing superstar Lightning McQueen zooms back into action, with his best friend Mater, to take on th ..."
"The Chronicles Of Narnia: The Lion, The Witch And The W ...",2 hr 20 min,https://www.hotstar.com/in/movies/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe/1260018747,"Family, English, Hindi, Tamil, Telugu, 2005",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with ...
Herbie: Fully Loaded,1 hr 36 min,https://www.hotstar.com/in/movies/herbie-fully-loaded/1260018297,"Family, Comedy, English, Hindi, Tamil, Telugu, 2005","Maggie Peyton is the new owner of Herbie, a freewheelin' Volkswagon bug as she aims to become a NASC ..."
Finding Nemo,1 hr 40 min,https://www.hotstar.com/in/movies/finding-nemo/1660010114,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2003","When Nemo, a young clownfish, is unexpectedly carried far from home, his father and Dory embark on a ..."
Toy Story 4,1 hr 40 min,https://www.hotstar.com/in/movies/toy-story-4/1260015326,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2019","When a new toy called Forky joins Woody and the gang, a road trip alongside old and new friends reve ..."
Big Hero 6,1 hr 37 min,https://www.hotstar.com/in/movies/big-hero-6/1260018153,"Superhero, Kids, English, Hindi, 2014",Robotics prodigy Hiro Hamada joins forces with a reluctant team of first-time crime fighters and a r ...
Toy Story,1 hr 21 min,https://www.hotstar.com/in/movies/toy-story/1660010197,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 1995","When a flashy new toy named Buzz Lightyear enters the world of a pull-string cowboy named Woody, it ..."
Inside Indian Naval Academy,42 min,https://www.hotstar.com/in/movies/inside-indian-naval-academy/1770005015,"Documentary, English, Bengali, Tamil, Hindi, Telugu, 2017",National Geographic takes you through a journey filled with strength and determination inside the In ...
Cinderella,1 hr 11 min,https://www.hotstar.com/in/movies/cinderella/1260018163,"Kids, Musical, English, Hindi, Tamil, 1950","Cinderella's cruel stepmother prevents her from attending the Royal Ball, but her dream comes true w ..."
The Incredibles,1 hr 55 min,https://www.hotstar.com/in/movies/the-incredibles/1260018306,"Superhero, Kids, English, Hindi, Tamil, Telugu, 2004","Former superhero Bob Parr has adopted a civilian life with his family. Suddenly, he is back in actio ..."
The Pacifier,1 hr 35 min,https://www.hotstar.com/in/movies/the-pacifier/1260016638,"Action, Comedy, English, Hindi, 2005","Shane Wolfe, an elite Navy Seal, is assigned to protect five out-of-control children of an assassina ..."
Finding Dory,1 hr 36 min,https://www.hotstar.com/in/movies/finding-dory/1260016574,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2016","Dory, a blue tang fish, with short term memory loss sets out to find her parents with the help of he ..."
Coco,1 hr 45 min,https://www.hotstar.com/in/movies/coco/1660010633,"Family, Musical, Kids, English, Hindi, 2017","Miguel is confronted with his family's ancestral ban on music, enters the Land of the Dead to find h ..."
Hulk And The Agents Of S.M.A.S.H.,,https://www.hotstar.com/in/tv/hulk-and-the-agents-of-smash/1260014887,"Kids, Superhero, Marvel","Joined by his larger-than-life teammates who double as an unlikely family, The Hulk tackles threats ..."
Superstructures Engineering Marvels,,https://www.hotstar.com/in/tv/superstructures-engineering-marvels/1260006530,"Science, Nat Geo","From the biggest plane to the tallest building, witness the extraordinary feats of engineering hidde ..."
Disney Jake and the Never Land Pirates,,https://www.hotstar.com/in/tv/disney-jake-and-the-never-land-pirates/1260015261,"Kids, Disney","Follow Captain Jake and pals, in this interactive treasure hunt, as they board their ship Bucky and ..."
Mickey Mouse (Shorts),,https://www.hotstar.com/in/tv/mickey-mouse-shorts/1260014883,"Comedy, Kids, Disney",Mickey and his friends find themselves in different contemporary settings as they explore and experi ...
Toy Story 3,1 hr 42 min,https://www.hotstar.com/in/movies/toy-story-3/1660000056,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2010",The toys are mistakenly delivered to a daycare centre instead of the attic before Andy leaves for co ...
Timon & Pumbaa,,https://www.hotstar.com/in/tv/timon-pumbaa/1260015081,"Kids, Disney","Set after the events of The Lion King, the series involves the fun misadventures of Timon, a meerkat ..."
Toy Story 2,1 hr 28 min,https://www.hotstar.com/in/movies/toy-story-2/1660000051,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 1999","When a greedy toy collector kidnaps Woody, Buzz and his friends set out to rescue him."
The Little Mermaid,1 hr 19 min,https://www.hotstar.com/in/movies/the-little-mermaid/1660010306,"Musical, Kids, English, Hindi, Tamil, 1989","Ariel, a mermaid, is off on an adventure to save her father's beloved kingdom from the sea witch Urs ..."
Gordon Ramsay: Uncharted,,https://www.hotstar.com/in/tv/gordon-ramsay-uncharted/1260008652,"Reality, Nat Geo",Celebrity Chef Gordon Ramsay travels around the world to immerse himself into different cultures and ...
Ralph Breaks The Internet,1 hr 53 min,https://www.hotstar.com/in/movies/ralph-breaks-the-internet/1260014725,"Family, Comedy, Kids, English, Hindi, 2018",Ralph and Vanellope von Schweetz navigate the vast and dynamic world wide web in search of a replace ...
A Bug's Life,1 hr 31 min,https://www.hotstar.com/in/movies/a-bugs-life/1260018158,"Family, Kids, English, Hindi, Tamil, Telugu, 1998","Flik, a visionary ant, takes it upon himself to get outside help and enlists a troupe of bug perform ..."
Jungle Junction,,https://www.hotstar.com/in/tv/jungle-junction/1260015264,"Family, Kids, Disney",Deep in the heart of a distant jungle lives a colourful company of animals that have wheels instead ...
Marvel's Guardians Of The Galaxy (Series),,https://www.hotstar.com/in/tv/marvels-guardians-of-the-galaxy-series/1260014889,"Kids, Superhero, Marvel",The adventures of a band of space warriors who work to protect the universe from the evil overlord T ...
Star Wars Rebels,,https://www.hotstar.com/in/tv/star-wars-rebels/1260015296,"Action, Kids, Science Fiction, Star Wars","When the Galactic Empire secures its hold on the galaxy, hunting down the last Jedi Knights, a stars ..."
Inspector Gadget,1 hr 14 min,https://www.hotstar.com/in/movies/inspector-gadget/1260018308,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 1999","The brilliant Dr. Brenda Bradford transforms John Brown, a naive security guard, into Inspector Gadg ..."
Tut's Treasures - The Last Pharaoh,44 min,https://www.hotstar.com/in/movies/tuts-treasures-the-last-pharaoh/1000232905,"Documentary, English, Hindi, Telugu, Bengali, Tamil, 2019",The discovery of Tutankhamun's tomb in 1922 and the treasures unearthed therein gave insights on the ...
Up,1 hr 36 min,https://www.hotstar.com/in/movies/up/1660010198,"Family, Kids, English, Hindi, 2009","Carl Fredricksen is about to fly away to the South American wilderness. But, he discovers that his b ..."
Art Attack,,https://www.hotstar.com/in/tv/art-attack/1260016957,"Family, Kids, Disney",Art Attack is a unique and inspirational arts and craft show designed to spark imagination and creat ...
Sleeping Beauty,1 hr 11 min,https://www.hotstar.com/in/movies/sleeping-beauty/1260018161,"Romance, Kids, English, Hindi, 1959","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only ..."
Phineas and Ferb: Mission Marvel,42 min,https://www.hotstar.com/in/movies/phineas-and-ferb-mission-marvel/1260021517,"Superhero, Comedy, Kids, English, Hindi, Tamil, Telugu, 2013","To save Danville, Phineas and Ferb team up with the Marvel Superheroes who have lost their powers th ..."
Goldie & Bear,,https://www.hotstar.com/in/tv/goldie-bear/1260015276,"Family, Kids, Disney","Everyone knows ""Goldilocks and the Three Bears, "" but after that story ended...a remarkable friendsh ..."
Spies In Disguise,1 hr 41 min,https://www.hotstar.com/in/movies/spies-in-disguise/1260027104,"Action, Science Fiction, English, Hindi, 2019",The unlikely duo of super spy Lance Sterling and scientist Walter Beckett is forced to work as a tea ...
Hostile Planet,,https://www.hotstar.com/in/tv/hostile-planet/1260004625,"Wildlife, Nat Geo","From hostile habitats to the unrelenting threat of predators, Hostile Planet, takes you to the world ..."
Aladdin,1 hr 30 min,https://www.hotstar.com/in/movies/aladdin/1660000031,"Kids, Musical, English, Hindi, Tamil, Telugu, 1992","Aladdin falls in love with Princess Jasmine. To marry her, he finds a magic lamp that turns him into ..."
Gravity Falls,,https://www.hotstar.com/in/tv/gravity-falls/1260015262,"Kids, Disney",Twins Dipper and Mabel travel to the mysterious town of Gravity Falls for their summer vacations but ...
"Monsters, Inc.",1 hr 32 min,https://www.hotstar.com/in/movies/monsters-inc/1260016863,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2001","Sulley, a lovable monster, and his friend Mike try their best to help a little girl to return home a ..."
Atlantis: The Lost Empire,1 hr 31 min,https://www.hotstar.com/in/movies/atlantis-the-lost-empire/1260018146,"Action, Kids, English, Hindi, Tamil, Telugu, 2001",Milo Thatch dreams of completing the quest of finding the legendary city of Atlantis as he leads a g ...
Wonders of the Ocean,,https://www.hotstar.com/in/tv/wonders-of-the-ocean/1260055372,"Wildlife, Nat Geo",The Pacific is the largest and deepest ocean on our planet. This series showcases the many incredibl ...
Wreck-It Ralph,1 hr 36 min,https://www.hotstar.com/in/movies/wreckit-ralph/1260018135,"Family, Comedy, Kids, English, Hindi, 2012","Ralph, an arcade game villain, sets off on a journey through every generation of video games to prov ..."
A Wrinkle In Time,1 hr 49 min,https://www.hotstar.com/in/movies/a-wrinkle-in-time/1660010675,"Science Fiction, Kids, English, Hindi, Tamil, Telugu, 2018","After the disappearance of her scientist father, Meg, with her brother and her friend are sent to sp ..."
Air Force One - America's Flagship,44 min,https://www.hotstar.com/in/movies/air-force-one-americas-flagship/1000232906,"Documentary, English, Bengali, Tamil, Hindi, Telugu, 2018","An ultimate guided tour of the most famous and secure aircraft in the world, Air Force One."
Snow White And The Seven Dwarfs,1 hr 19 min,https://www.hotstar.com/in/movies/snow-white-and-the-seven-dwarfs/1260017758,"Family, Kids, English, Hindi, Tamil, Telugu, 1937","Snow White, a princess, runs away from an evil queen who wants to kill her but she meets the seven d ..."
Predator Bloodlines,,https://www.hotstar.com/in/tv/predator-bloodlines/1260049668,"Wildlife, Nat Geo",It is through this mechanism that individuals inherit the unique code for survival.
Aaron Stone,,https://www.hotstar.com/in/tv/aaron-stone/1260015259,"Action, Kids, Disney",A teen becomes a real-life version of a crime-fighting video-game character and battles thugs who ar ...
Bambi,1 hr 7 min,https://www.hotstar.com/in/movies/bambi/1260018149,"Romance, Kids, English, Hindi, Tamil, 1942","In the heart of the forest, Bambi sets out to explore his new world with his friends, Thumper and Fl ..."
Planes,1 hr 27 min,https://www.hotstar.com/in/movies/planes/1260018342,"Family, Kids, English, Hindi, 2013",Dusty is afraid of heights but dreams of competing in an aerial race. With the help of his mentor an ...
Drain the Titanic - A Ship Reborn,44 min,https://www.hotstar.com/in/movies/drain-the-titanic-a-ship-reborn/1000232904,"Documentary, English, Hindi, Tamil, Bengali, Telugu, 2019",RMS Titanic is revealed for the first time as the scientists tackle the mysteries of the disaster an ...
The Princess Diaries,1 hr 55 min,https://www.hotstar.com/in/movies/the-princess-diaries/1660010207,"Comedy, English, Hindi, 2001",Mia learns that her deceased father was the crown prince of Principality of Genovia. As heir to the ...
The Princess And The Frog,1 hr 33 min,https://www.hotstar.com/in/movies/the-princess-and-the-frog/1260018350,"Family, Kids, English, Hindi, 2009",A frog prince who wants to be human again engages in a fateful kiss with a princess that leads them ...
Peter Pan,1 hr 13 min,https://www.hotstar.com/in/movies/peter-pan/1260018323,"Kids, Musical, English, Hindi, Tamil, 1953","Wendy loves to tell stories about Peter Pan, a boy who never grows up. But, one day Wendy and her br ..."
G-Force,1 hr 28 min,https://www.hotstar.com/in/movies/gforce/1260018204,"Family, Kids, English, Hindi, 2009","Armed with the latest high-tech spy equipment, the government-trained guinea pigs discover that the ..."
Beauty And The Beast,1 hr 24 min,https://www.hotstar.com/in/movies/beauty-and-the-beast/1260018151,"Musical, Kids, English, Hindi, 1991","Belle agrees to live with the Beast in exchange for the return of her abducted father. Soon, Belle d ..."
Women of Honour: Destination Army,45 min,https://www.hotstar.com/in/movies/women-of-honour-destination-army/1260055845,"Documentary, English, Hindi, Tamil, Kannada, Bengali, Telugu, 2021",The special feature follows two lady cadets through their journey at the Officer’s Training Academy ...
Rogue One: A Star Wars Story,2 hr 13 min,https://www.hotstar.com/in/movies/rogue-one-a-star-wars-story/1260018354,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 2016","Jyn's father is forcibly taken by the Empire to help them complete the Death Star. Later, she joins ..."
101 Dalmatians,1 hr 42 min,https://www.hotstar.com/in/movies/101-dalmatians/1260018112,"Family, Kids, English, Hindi, Tamil, 1996","Anita and Roger have to rescue the puppies of their dalmatians from Cruella De Vil, who wants to mak ..."
The Lion King,1 hr 23 min,https://www.hotstar.com/in/movies/the-lion-king/1660000046,"Kids, Musical, English, Hindi, Tamil, Telugu, 1994",Naive cub Simba is made to believe that he killed his father hence he flees into exile. After severa ...
Incredible Machines,,https://www.hotstar.com/in/tv/incredible-machines/1260007249,"Science, Nat Geo",This six-part series reveals the remarkable engineering principles that turned some of the machines ...
Glass,2 hr 9 min,https://www.hotstar.com/in/movies/glass/1260014718,"Thriller, English, Hindi, 2019","David Dunn pursues The Beast in a series of escalating encounters, but it is the shadowy presence of ..."
George Of The Jungle,1 hr 27 min,https://www.hotstar.com/in/movies/george-of-the-jungle/1260018198,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 1997","George falls in love with Ursula, who takes him to the city to live as a civilized human. However, h ..."
The Jungle Book 2,1 hr 12 min,https://www.hotstar.com/in/movies/the-jungle-book-2/1260016848,"Family, Musical, Kids, English, Hindi, Tamil, Telugu, 2003","Mowgli misses the jungle and his old friends, so he runs away from the village, unaware of the dange ..."
Star Wars: The Rise Of Skywalker,2 hr 22 min,https://www.hotstar.com/in/movies/star-wars-the-rise-of-skywalker/1260025290,"Science Fiction, Action, English, Hindi, 2019","The surviving members of the resistance face the First Order once again, as the landmark Skywalker s ..."
Big City Greens,,https://www.hotstar.com/in/tv/big-city-greens/1260019522,"Comedy, Kids, Disney",A country boy shifts to a metropolitan city with his family from their rural farm. With new things t ...
Spider-Man (Shorts),,https://www.hotstar.com/in/tv/spiderman-shorts/1260015301,"Kids, Superhero, Marvel","After being bitten by a radioactive spider, Peter uses the five steps of scientific method to diagno ..."
Cosmos,,https://www.hotstar.com/in/tv/cosmos/15175,"Science, Nat Geo",Cosmos reveals how we discovered the laws of nature and found our coordinates in space & time by nar ...
Disney's Kim Possible,,https://www.hotstar.com/in/tv/disneys-kim-possible/1260015271,"Action, Kids, Disney",A high school cheerleader and her accident-prone best friend balance their duties as global crime-fi ...
Wall-E,1 hr 38 min,https://www.hotstar.com/in/movies/walle/1660010169,"Family, Science Fiction, English, Hindi, 2008","After hundreds of lonely years of doing what he was built for, the robot WALL-E discovers a new purp ..."
Handy Manny,,https://www.hotstar.com/in/tv/handy-manny/1260015277,"Family, Kids, Disney",Handy Manny's repair shop is full of characters ready to fix any problem in Sheet Rock Hills.
The Princess Diaries 2: Royal Engagement,1 hr 53 min,https://www.hotstar.com/in/movies/the-princess-diaries-2-royal-engagement/1660010203,"Comedy, English, Hindi, 2004","With Genovian law stating that princesses must be married before being crowned, Mia's in for a parad ..."
The Incredible Hulk,,https://www.hotstar.com/in/tv/the-incredible-hulk/1260015300,"Kids, Superhero, Marvel",A nuclear scientist is afflicted with the tendency to change into a powerful green monster under str ...
Mulan,1 hr 27 min,https://www.hotstar.com/in/movies/mulan/1660010444,"Kids, Musical, English, Hindi, 1998","When Mulan's country is forced into war, she joins the Chinese army by disguising herself as a man a ..."
Flubber,1 hr 29 min,https://www.hotstar.com/in/movies/flubber/1260018196,"Science Fiction, Comedy, Kids, English, Hindi, Tamil, Telugu, 1997",Philip tries his best to create a new source of energy to save his college from being shut down. Ins ...
Lockdown: India Fights Coronavirus,47 min,https://www.hotstar.com/in/movies/lockdown-india-fights-coronavirus/1260027143,"Documentary, English, Hindi, Tamil, Bengali, Telugu, 2020","This Nat Geo feature aims to see the pandemic from the eyes of India's frontline soldiers, who battl ..."
Hum Chik Bum,,https://www.hotstar.com/in/tv/hum-chik-bum/1260044659,"Comedy, Kids, Disney","Hum, a bull, Chik, a chicken, and Bum, a sheep, are three close friends who set out on various adven ..."
BSF: India's First Line of Defence,43 min,https://www.hotstar.com/in/movies/bsf-indias-first-line-of-defence/1000082949,"Documentary, Hindi, 2016",BSF - India's First Line Of Defence is a special hour-long documentary that takes us to the front li ...
Mangalyaan: India's Mission To Mars,44 min,https://www.hotstar.com/in/movies/mangalyaan-indias-mission-to-mars/1770005017,"Documentary, English, Bengali, Tamil, Hindi, Telugu, 2017","In this special, watch the 650 km journey of ISRO's Mangalyaan, India's first interplanetary mission ..."
The Jungle Book,1 hr 17 min,https://www.hotstar.com/in/movies/the-jungle-book/1260018026,"Family, Musical, Kids, English, Hindi, Tamil, Telugu, 1967","Mowgli makes his way to the man-village with Bagheera, the wise panther, on the way he meets new fri ..."
Lion Brothers: Cubs To Kings,43 min,https://www.hotstar.com/in/movies/lion-brothers-cubs-to-kings/1260054847,"Wildlife, English, Hindi, Tamil, Telugu, 2020","With brother Max by his side, can Leo face his challenges and overcome his arrogance to become the K ..."
Chicken Little,1 hr 17 min,https://www.hotstar.com/in/movies/chicken-little/1260016854,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2005","When the sky is falling, who will rise to save the day? Together with friends, Chicken Little must h ..."
Gaju Bhai,,https://www.hotstar.com/in/tv/gaju-bhai/1260016956,"Comedy, Kids, Disney",Jollywood superstar Gaju Bhai is so super that one dimension is not enough for him! He transforms fr ...
Star Wars: The Phantom Menace,2 hr 15 min,https://www.hotstar.com/in/movies/star-wars-the-phantom-menace/1660010584,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 1999",Two Jedi Knights set out to search for someone who can bring peace to the Force as the Sith returns ...
Tangled: The Series - Short Cuts,,https://www.hotstar.com/in/tv/tangled-the-series-short-cuts/1260015266,"Kids, Disney",Rapunzel and other beloved characters get swept up in fun-but-brief scenarios and situations that sh ...
The Parent Trap,2 hr 7 min,https://www.hotstar.com/in/movies/the-parent-trap/1260016478,"Family, Comedy, Kids, English, Hindi, 1998","Hallie and Annie are separated after their parents' divorce. Years later, they meet at a summer camp ..."
Living with Predators,,https://www.hotstar.com/in/tv/living-with-predators/1260040638,"Wildlife, Documentary, Nat Geo","This three-part series, hosted by Malaika Vaz, documents the stories of the real heroes of Big Cat c ..."
Christopher Robin,1 hr 39 min,https://www.hotstar.com/in/movies/christopher-robin/1660010698,"Comedy, Kids, English, Hindi, Tamil, Telugu, 2018","A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who ..."
Alice In Wonderland,1 hr 12 min,https://www.hotstar.com/in/movies/alice-in-wonderland/1260018139,"Family, Kids, English, Hindi, Tamil, 1951",Alice encounters a White Rabbit while chasing him and she falls into the magical world of Wonderland ...
Jungle Heroes,,https://www.hotstar.com/in/tv/jungle-heroes/1260026803,"Wildlife, Nat Geo",A team of conservationists and vets are on a mission to rescue animals in distress and find a way fo ...
The Real Black Panther,42 min,https://www.hotstar.com/in/movies/the-real-black-panther/1260020917,"Wildlife, English, Hindi, Tamil, Telugu, Bengali, 2020","In the Nagarhole Tiger Reserve's Kabini, a lone black panther named Saya is challenging the status q ..."
Ice Road Rescue,,https://www.hotstar.com/in/tv/ice-road-rescue/1260052920,"Reality, Documentary, Nat Geo",Rescue workers in Norway face several obstacles during the winters while helping stranded people and ...
Ducktales: The Movie Treasure Of The Lost Lamp,1 hr 10 min,https://www.hotstar.com/in/movies/ducktales-the-movie-treasure-of-the-lost-lamp/1260018184,"Action, Comedy, Kids, English, Hindi, Tamil, Telugu, 1990",Join the DuckTales team for a trek across the Egyptian desert on a fearless quest for the legendary ...
Expedition Everest,42 min,https://www.hotstar.com/in/movies/expedition-everest/1260039059,"Documentary, English, Hindi, Tamil, Bengali, Telugu, 2020","In this expedition on Mount Everest, dozens of scientists converge to investigate what secrets the w ..."
Tron: Uprising,,https://www.hotstar.com/in/tv/tron-uprising/1260015267,"Action, Kids, Disney","Inside the computer world of The Grid, a young program named BECK becomes the unlikely leader of a r ..."
Star Wars: The Last Jedi,2 hr 32 min,https://www.hotstar.com/in/movies/star-wars-the-last-jedi/1660010667,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 2017",Rey develops her newly discovered abilities with the guidance of Luke Skywalker as the Resistance pr ...
Star Wars: The Force Awakens,2 hr 12 min,https://www.hotstar.com/in/movies/star-wars-the-force-awakens/1260018150,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 2015",Unlikely heroes brought together by fate are the galaxy's only hope at thwarting The First Order's r ...
Jesus: Rise To Power And Birth Of Christianity,42 min,https://www.hotstar.com/in/movies/jesus-rise-to-power-and-birth-of-christianity/1260015636,"Documentary, English, Hindi, Tamil, Bengali, Telugu, 2019",A journey across the historic landscapes of the ancient world to discover how Christianity became th ...
Mighty Joe Young,1 hr 49 min,https://www.hotstar.com/in/movies/mighty-joe-young/1260018319,"Action, English, Hindi, 1998","Jill Young and zoologist Gregg O'Hara decide to rescue their innocent friend Joe, a smart fifteen-fo ..."
Pinocchio,1 hr 22 min,https://www.hotstar.com/in/movies/pinocchio/1260018337,"Family, Kids, English, Hindi, 1940",Wooden boy Pinocchio embarks on fantastic adventures that test his bravery and honesty until he triu ...
Tarzan,1 hr 28 min,https://www.hotstar.com/in/movies/tarzan/1260018145,"Action, Kids, English, Hindi, Tamil, Telugu, 1999","Tarzan, a human boy raised by the gorillas, is forced to choose between a civilized life with his la ..."
The President's Bodyguard,44 min,https://www.hotstar.com/in/movies/the-presidents-bodyguard/1000217544,"Documentary, Hindi, 2018","Narrated by Amitabh Bachchan, witness one of the senior-most regiments of the Indian Army that stand ..."
High School Musical,1 hr 33 min,https://www.hotstar.com/in/movies/high-school-musical/1260018300,"Teen, Musical, Kids, English, Hindi, 2006",Troy and Gabriella share a passion for singing. When these two polar opposites try out for the schoo ...
Meet The Robinsons,1 hr 30 min,https://www.hotstar.com/in/movies/meet-the-robinsons/1260018317,"Science Fiction, Family, Kids, English, Hindi, Tamil, Telugu, 2007","Lewis, a brilliant inventor, meets a mysterious stranger named Wilbur Robinson, who whisks him away ..."
Lost Treasures of the Maya,,https://www.hotstar.com/in/tv/lost-treasures-of-the-maya/1260005023,"Documentary, Nat Geo","The ancient Maya built many of their sacred sites to watch the sky, but new research suggests these ..."
Maan Na Maan Main Tera Mehmaan,,https://www.hotstar.com/in/tv/maan-na-maan-main-tera-mehmaan/1260044665,"Comedy, Kids, Disney",The Rajas are a happy go lucky family whose life turns upside down when they discover a mystical pho ...
Star Wars: Attack Of The Clones,2 hr 22 min,https://www.hotstar.com/in/movies/star-wars-attack-of-the-clones/1660010583,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 2002","Anakin Skywalker shares a forbidden romance with Padme Amidala, while Obi-wan Kenobi discovers a sin ..."
Star Wars: The Empire Strikes Back,2 hr 7 min,https://www.hotstar.com/in/movies/star-wars-the-empire-strikes-back/1660010582,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 1980",Darth Vader is adamant about turning Luke to the dark side. Master Yoda trains Luke to become a Jedi ...
Red Alert: Ganga,44 min,https://www.hotstar.com/in/movies/red-alert-ganga/1260014332,"Documentary, English, Hindi, Bengali, Telugu, Tamil, 2019","This documentary follows the river Ganga from its high Himalayan source, across the plains to the se ..."
Lady And The Tramp,1 hr 15 min,https://www.hotstar.com/in/movies/lady-and-the-tramp/1260018311,"Romance, Kids, English, Hindi, 1955","An adventure about Lady, a pampered cocker spaniel, and Tramp, a roguish mutt, with whom she learns ..."
India's Wild Leopards,43 min,https://www.hotstar.com/in/movies/indias-wild-leopards/1260026804,"Wildlife, English, Hindi, Tamil, Bengali, Telugu, 2020",Wildlife Cameraman Sandesh Kadur is on a mission to uncover the secretive lives of the leopards that ...
Man V Animal,,https://www.hotstar.com/in/tv/man-v-animal/1260004979,"Wildlife, Nat Geo","The stories of mankind's clash with nature and when humans disrupt the natural equilibrium, the anim ..."
Iron Man (1994),,https://www.hotstar.com/in/tv/iron-man-1994/1260014890,"Kids, Superhero, Marvel","Tony Stark, billionaire and technological genius, wages a war against his arch-rival The Mandarin."
The New Adventures Of Winnie The Pooh,,https://www.hotstar.com/in/tv/the-new-adventures-of-winnie-the-pooh/1260015272,"Kids, Disney","Winnie the Pooh and his friends encounter exciting adventures in the Hundred Acre Wood, a timeless p ..."
Car S.O.S,,https://www.hotstar.com/in/tv/car-sos/1260004372,"Science, Nat Geo",Master mechanics Fuzz and Tim Shaw have their task cut out as they embark on undercover missions res ...
Hidden Kingdoms of China,,https://www.hotstar.com/in/tv/hidden-kingdoms-of-china/1260039722,"Wildlife, Documentary, Nat Geo","From its highest mountains and plateaus to its thickest jungles and bamboo forests, this five-part s ..."
Hubble's Amazing Universe,44 min,https://www.hotstar.com/in/movies/hubbles-amazing-universe/1000234015,"Science, English, Hindi, Tamil, Bengali, Telugu, 2016",The updated version of the documentary sheds light on some of Hubble's latest observations like exop ...
The World's Most Famous Tiger,44 min,https://www.hotstar.com/in/movies/the-worlds-most-famous-tiger/1260009359,"Wildlife, English, Hindi, Tamil, Telugu, Bengali, 2019","Machli, the legendary tigress, is threatened by her offsprings and is in jeopardy of losing her reig ..."
Star Wars: Revenge Of The Sith,2 hr 19 min,https://www.hotstar.com/in/movies/star-wars-revenge-of-the-sith/1660010579,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 2005","Three years into the Clone Wars, Obi-wan and Anakin rescue Palpatine from Count Dooku. Later, Anakin ..."
Egypt with World's Greatest Explorer,,https://www.hotstar.com/in/tv/egypt-with-worlds-greatest-explorer/1260006710,"Travel, Nat Geo",Sir Ranulph Fiennes celebrates the 50th anniversary of his iconic 1968 expedition of River Nile with ...
Star Wars: Return Of The Jedi,2 hr 14 min,https://www.hotstar.com/in/movies/star-wars-return-of-the-jedi/1660010578,"Science Fiction, Action, English, Hindi, Tamil, Telugu, 1983","Luke struggles to help Vader back from the dark side. Meanwhile, the rebels dispatch to Endor to des ..."
Snakes In The City,,https://www.hotstar.com/in/tv/snakes-in-the-city/1260003454,"Documentary, Nat Geo","Snakes in the City focuses on the daily life of snake bounty hunter, Simon Keys, and his herpetologi ..."
"Honey, I Shrunk The Kids",1 hr 29 min,https://www.hotstar.com/in/movies/honey-i-shrunk-the-kids/1260018303,"Science Fiction, Family, Kids, English, Hindi, 1989",A scientist tries his best to get his shrinking machine to work. Things go awry when he accidentally ...
Gathering Storm,,https://www.hotstar.com/in/tv/gathering-storm/1260052105,"Documentary, Nat Geo",The series analyzes the fiercest storms by partnering with people working in severe hurricane zones ...
Leopard and Hyena: Strange Alliance,44 min,https://www.hotstar.com/in/movies/leopard-and-hyena-strange-alliance/1260059585,"Wildlife, English, Hindi, Tamil, Telugu, 2021","After an explosive chance encounter, a lone male hyena and a female leopard join forces to begin an ..."
Adventure Of The Gummi Bears,,https://www.hotstar.com/in/tv/adventure-of-the-gummi-bears/1260015268,"Kids, Disney","Join the world’s sweetest heroes for high adventure in a mystical land of giants and wizards, ogres ..."
Wild Hunters,,https://www.hotstar.com/in/tv/wild-hunters/1260008813,"Wildlife, Nat Geo",The six-part series showcases some of nature's deadliest predators across the globe who use fascinat ...
Lost Cities,,https://www.hotstar.com/in/tv/lost-cities/1260016394,"Documentary, Nat Geo",The series combines adventure and archaeology to deliver compelling stories with hi-tech imagery via ...
High School Musical 2,1 hr 40 min,https://www.hotstar.com/in/movies/high-school-musical-2/1260018178,"Teen, Kids, Musical, English, Hindi, 2007","The East High Wildcats take centre stage at the Lava Springs Country Club, where Sharpay tries to lu ..."
The Little Mermaid,,https://www.hotstar.com/in/tv/the-little-mermaid/1260015284,"Kids, Disney","Prequel to the 1989 feature film, the series dives into a whole season’s worth of new adventures and ..."
