,id,title,option1,option2,option3,sku,requires_shipping,taxable,featured_image,available,price,grams,compare_at_price,position,product_id,created_at,updated_at,handle,product_type,img
39,32737597816894,The Knox Natural,12,,,HB3202012,True,True,,False,225.00,1361,,12,4804346445886,2021-01-26T12:23:38-06:00,2021-03-26T15:14:35-05:00,the-knox-natural,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-natural-27983471149118.jpg?v=1615500930
40,32737597849662,The Knox Natural,13,,,HB3202013,True,True,,True,225.00,1361,,13,4804346445886,2021-01-26T12:23:38-06:00,2021-03-30T00:02:30-05:00,the-knox-natural,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-natural-27983471149118.jpg?v=1615500930
41,32737597882430,The Knox Natural,14,,,HB3202014,True,True,,False,225.00,1361,,14,4804346445886,2021-01-26T12:23:38-06:00,2021-02-24T12:39:02-06:00,the-knox-natural,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-natural-27983471149118.jpg?v=1615500930
42,32737597915198,The Knox Natural,15,,,HB3202015,True,True,,False,225.00,1361,,15,4804346445886,2021-01-26T12:23:38-06:00,2021-02-24T12:39:02-06:00,the-knox-natural,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-natural-27983471149118.jpg?v=1615500930
43,32737571569726,The Knox Black,6,,,HB3201006,True,True,,True,225.00,1361,,1,4804342284350,2021-01-26T12:09:40-06:00,2021-03-21T14:49:21-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
44,32737571602494,The Knox Black,7,,,HB3201007,True,True,,True,225.00,1361,,2,4804342284350,2021-01-26T12:09:40-06:00,2021-03-10T13:23:00-06:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
45,32737571635262,The Knox Black,7.5,,,HB3201075,True,True,,True,225.00,1361,,3,4804342284350,2021-01-26T12:09:40-06:00,2021-03-16T15:00:01-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
46,32737571668030,The Knox Black,8,,,HB3201008,True,True,,True,225.00,1361,,4,4804342284350,2021-01-26T12:09:40-06:00,2021-03-10T13:23:01-06:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
47,32737571700798,The Knox Black,8.5,,,HB3201085,True,True,,True,225.00,1361,,5,4804342284350,2021-01-26T12:09:40-06:00,2021-03-30T00:01:35-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
48,32737571733566,The Knox Black,9,,,HB3201009,True,True,,True,225.00,1361,,6,4804342284350,2021-01-26T12:09:40-06:00,2021-04-03T12:40:51-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
49,32737571766334,The Knox Black,9.5,,,HB3201095,True,True,,True,225.00,1361,,7,4804342284350,2021-01-26T12:09:40-06:00,2021-04-04T14:43:50-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
50,32737571799102,The Knox Black,10,,,HB3201010,True,True,,True,225.00,1361,,8,4804342284350,2021-01-26T12:09:40-06:00,2021-04-01T09:30:25-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
51,32737571831870,The Knox Black,10.5,,,HB3201105,True,True,,True,225.00,1361,,9,4804342284350,2021-01-26T12:09:40-06:00,2021-03-30T17:34:26-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
52,32737571864638,The Knox Black,11,,,HB3201011,True,True,,True,225.00,1361,,10,4804342284350,2021-01-26T12:09:40-06:00,2021-04-02T10:34:21-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
53,32737571897406,The Knox Black,11.5,,,HB3201115,True,True,,True,225.00,1361,,11,4804342284350,2021-01-26T12:09:40-06:00,2021-03-31T17:14:20-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
54,32737571930174,The Knox Black,12,,,HB3201012,True,True,,True,225.00,1361,,12,4804342284350,2021-01-26T12:09:40-06:00,2021-03-31T16:26:40-05:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
55,32737571962942,The Knox Black,13,,,HB3201013,True,True,,True,225.00,1361,,13,4804342284350,2021-01-26T12:09:40-06:00,2021-03-10T13:23:00-06:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
56,32737605976126,The Knox Black,14,,,HB3201014,True,True,,False,225.00,1361,,14,4804342284350,2021-01-26T12:28:27-06:00,2021-02-24T12:39:02-06:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
57,32737606467646,The Knox Black,15,,,HB3201015,True,True,,False,225.00,1361,,15,4804342284350,2021-01-26T12:28:48-06:00,2021-02-24T12:39:02-06:00,the-knox-black,Sneakers,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-sneakers-the-knox-black-27983456010302.jpg?v=1615832576
58,18428679685,Blackrock Leather 'n Rich,Default Title,,,BLCKRK001,True,True,,True,10.00,113,,1,5805066821,2016-06-20T14:39:52-05:00,2021-04-04T21:06:21-05:00,blackrock-leather-n-rich,Boot Care,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-boot-care-blackrock-leather-n-rich-11762694021.jpg?v=1512675442
59,276572158,Venetian Leather Balm,Default Title,,,9999999,True,True,,False,10.00,113,,1,121342762,2013-02-13T14:33:49-06:00,2021-03-27T13:06:10-05:00,vscream,Boot Care,https://cdn.shopify.com/s/files/1/0048/2912/products/venetian-shoe-cream-boot-care-venetian-shoe-cream-16000130185.jpg?v=1512677208
60,32103691649086,The Hollis Onyx,6,D,,HBB508006,True,True,,True,269.00,2041,350.00,1,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:50-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
61,32103691714622,The Hollis Onyx,7,D,,HBB508007,True,True,,True,269.00,2041,350.00,2,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:50-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
62,32103691747390,The Hollis Onyx,7,EE,,HBB508007E,True,True,,True,269.00,2041,350.00,3,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:50-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
63,32103691780158,The Hollis Onyx,7.5,D,,HBB508075,True,True,,True,269.00,2041,350.00,4,4589124976702,2020-06-10T14:14:15-05:00,2021-03-02T18:47:30-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
64,32103691878462,The Hollis Onyx,8,D,,HBB508008,True,True,,True,269.00,2041,350.00,5,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
